#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
putative prophage integrase	univ	cs	10	putative Prophage integrase IntE	755f7f1f5d86af330f4beab983620007mlt_after	1	putative Prophage integrase IntA	c2242a007d41706d9066c43df14528c9mlt_after	1	putative Prophage integrase IntD	6597857315881048a316e22b297d31aemlt_after	1	putative Prophage integrase IntF	84e7c544339b956c5b44442c7e03adb9mlt_after	1	putative Prophage integrase IntR	bea777080e105e840c71b104b383df50mlt_after	1	putative Prophage integrase IntS	cd8defc302816fe078ec260c307e86bcmlt_after	1	putative Prophage integrase IntZ	b8c6fc445ce52c52166b81ecc8a71302mlt_after	1	putative prophage phiRv2 integrase	9672fa3553e9da32653a813c457b5136mlt_after	1	putative Prophage ps2 probable integrase	f7408924219eb5248cc3489dd1febea8mlt_after	1	putative lambdoid prophage defective integrase	90f758aad0907d20b4b3786ad3f6a1e7mlt_after	1
putative quinolone resistence protein, major facilitator family transporter	univ	cs	10	putative major facilitator superfamily transporter	e466c3b7bca6499c224a7476b1a6e7f6mlt_after	1	putative Major facilitator superfamily transporter MG061	9a342efef1f4b0be177c94604ec246c8mlt_after	2	putative Major facilitator superfamily transporter mfsA	f6d14a38e65747419274c0d8e2d4aa1amlt_after	2	putative Major facilitator superfamily transporter MPN_076	c8a8a2ae64db2aeddb580f2aac5b9a16mlt_after	2	putative Major facilitator superfamily transporter MPN_077	2890194653901c2b7b628066e739a97cmlt_after	2	putative Major facilitator-type transporter ecdC	95710e764b097c1268d478a85a85776dmlt_after	6	putative Major facilitator-type transporter ecdD	93d264fce3c1c71bc77fd7963f75a0bbmlt_after	6	putative Major facilitator-type transporter sorT	2e769ef6c348c8a2460c24698e2f9f8emlt_after	6	putative Major facilitator-type transporter hxnP	0176673e9f0cef76f147bf3b3eec190fmlt_after	6	putative Major facilitator-type transporter hxnZ	6c520505622c129c5008bda5017b8c8cmlt_after	6
putative secreted protein	univ	cs	10	putative Secreted protein F1	f8b6a74609eb95c371f63f460f23baf5mlt_after	1	putative Secreted protein F2	eefc17a39e40c2abb95c43e71457ab18mlt_after	1	putative Secreted proteinase	8268b87dc5e90fbf5b1f3655275bdac1mlt_after	1	putative Secreted protein ORF2	12a47eda16498e71a66eb08e3f1456d3mlt_after	1	putative Secreted protein PRY1	7a8c74f2d913646fce76b6d36b1269cfmlt_after	1	putative Secreted protein RBT4	cb7e8d64a7f47def1988ecdf57595376mlt_after	1	putative Secreted protein BARF1	71d730c51458137f157f2d38c64f3af2mlt_after	1	putative secreted protein MT0250	93ef65a02287f731350b9a3cec7c0bf1mlt_after	1	putative Oocyte-secreted protein 1	17e0ddf120f373d937b07173e9c8773fmlt_after	1	putative Oocyte-secreted protein 2	a0d1e72d6a3ecb8d4903f06b071c8c3bmlt_after	1
putative secreted protein, autotransporter domain	univ	cs	10	putative secreted autotransporter protein YfaL	516b7f146b843f7c4dcb9d3629913f2emlt_after	1	putative Secreted autotransporter protein EatA	517b7f7ac39e0acfc78cbf35b8548e84mlt_after	1	putative Secreted autotransporter protein EspC	d1c37c619f6d07b1a693e6b883531e33mlt_after	1	putative Secreted autotransporter protein EspP	1ac06aae4ed052e08747ab490c9e7ef8mlt_after	1	putative autotransporter beta-domain	8ee10aee2e91951790c6b554be3428c1mlt_after	0	putative Pertactin autotransporter	fbda4631a6eb0355dc490255ad8e9296mlt_after	0	putative BrkA autotransporter	656bf6e870bbae97117c19937c2b5c2amlt_after	0	putative autotransporter YfaL	26a4c4e57ff226a2c3abfe85c9fb61a5mlt_after	0	putative AIDA-I autotransporter	6752a3f7e925a2c7b1bca6211bd54a0fmlt_after	0	putative Vacuolating cytotoxin autotransporter	e42362698ca62c83df15be7ccb2578f9mlt_after	0
putative secy-independent transporter protein	univ	cs	10	putative ATP-dependent transporter SufC	df0c8d838e53be385788bbc0f1c9b591mlt_after	0	putative ATP-dependent transporter ycf16	0c1682b430308fb287cd14ff63717ad2mlt_after	0	putative ATP-dependent transporter slr0075	2ab119bef115198baec5eda7a7e1a4femlt_after	0	putative Sodium-dependent transporter snf-5	cac406dd928efc69849d069473bab5b5mlt_after	0	putative sec-independent translocase	7bb78a7c191f68671cacce73803dac61mlt_after	0	putative Sodium- and chloride-dependent transporter XTRP3	319bf0681d3c32c35511ec3ae65221abmlt_after	0	putative Sodium- and chloride-dependent transporter XTRP3A	e4e3dbe464d82e1f7a477043c5a0dac1mlt_after	0	putative Sodium- and chloride-dependent transporter XTRP3B	ba7d084ea12fb9259c5643973c90089fmlt_after	0	putative Uncharacterized sodium-dependent transporter YhdH	b68973fed6285943dc0eb2e60817debcmlt_after	0	putative Uncharacterized sodium-dependent transporter YocR	5dbef1fee0a844474a393477d441a867mlt_after	0
putative site-specific recombinase, phage integrase family	univ	cs	10	putative Site-specific recombinase Flp	94cf859559ef35496ff324a2ce712f2cmlt_after	2	putative site-specific recombinase	507f3b463cb2d71612e3d1bbed843042mlt_after	1	putative R46 site-specific recombinase	c22e11ce9469a7c5ab341e4f0b02ab6cmlt_after	3	putative site-specific recombinase in afa region	19dfa626e5a9695f26b4000b4d5584cbmlt_after	8	putative site-specific tyrosine recombinase XerC	189c8eb1c14bc99d05740bc74ae05b5amlt_after	9	putative site-specific tyrosine recombinase XerD	e35b6470704a85ca7b3244a16d8b5eebmlt_after	9	putative integrase/recombinase	d2a299973ae2a8f5f9206bfd7ceb1b1bmlt_after	4	putative integrase/recombinase YoeC	870679933744f11fc849ee6e94a23a1amlt_after	5	putative integrase/recombinase y4eF	27c73532281e2c9aade2c705f18056c7mlt_after	5	putative integrase/recombinase y4gC	146c43c0a23c1ea67fa0d0f7d84973c2mlt_after	5
putative sulfatase	univ	cs	10	putative arylsulfatase	6d48db402669fff96d63766e4114530bmlt_after	0	putative sulfatase AslA	8b7a4c188ef579b87b364f887a11b6dcmlt_after	1	putative Alkylsulfatase	cffea45588701e0c1813978406415036mlt_after	0	putative Arylsulfatase A	859fa5f647d7035cfd3af4164c912aa0mlt_after	0	putative Arylsulfatase B	d85a6f02cd8023889921cacbd9ea7881mlt_after	0	putative Arylsulfatase D	3b99da4004dd0f84d6654c38ea12cdcbmlt_after	0	putative Arylsulfatase E	7240180937b99fa24c84dab2b6d5ffd7mlt_after	0	putative Arylsulfatase F	e1d727409424c31d76a224d8aac377d4mlt_after	0	putative Arylsulfatase G	a1ecfeafecddc38a62a91b6d9463f0c9mlt_after	0	putative Arylsulfatase H	574a9d9e7ee51fb720e5cebc82982e82mlt_after	0
putative sulfatase family protein	univ	cs	10	putative Sulfate permease family protein 3	ab5b785fd3905f4f0d6214d81dcfca2cmlt_after	0	putative Isochorismatase family protein 1A	c4d7f916c943197daf2a6a548265e8d5mlt_after	0	putative Isochorismatase family protein 1B	2dbb367d922d1e6c4d3d24ffb01aa5cbmlt_after	0	putative Isochorismatase family protein 2A	f0d12136474bb3ebba1d21df74f4824fmlt_after	0	putative Isochorismatase family protein 2B	8e0bc697829272f1071c204374ff78e9mlt_after	0	putative Arylsulfatase F	e1d727409424c31d76a224d8aac377d4mlt_after	0	putative Isochorismatase family protein YecD	b6518bbfee69673fc569a90637f5af94mlt_after	0	putative Epimerase family protein YfcH	59051a1b6cc3cf81f7d5b61be3f771aamlt_after	0	putative Epimerase family protein YfhF	bb9cfdc19227f2990723c621427786afmlt_after	0	putative ATPase family protein 2 homolog	6531c565889e7030c585c483a2fd4934mlt_after	0
putative tmRNA	univ	cs	10	putative tRNA/tmRNA (uracil-C(5))-methyltransferase	8c6c6e63862a78feed49ba0b643bcf8emlt_after	1	putative AMRNALVRF-amide	447da831b59b3d94894f00dd1c78575cmlt_after	0	putative NPLGTMRF-amide	3ce59d6fbeaea45be7c4e7fdc87a1e35mlt_after	0	putative SPLGTMRF-amide	91c781d0ecc86270e8a5745ec492d52emlt_after	0	putative TPLGTMRF-amide	f4b751c3a5100152cca35f371f846242mlt_after	0	putative mRNA export factor	bacdd85e96502361b3293fe94060c82amlt_after	0	putative SAEPFGTMRF-amide	93819f2b12e8c19fa5a1bbd84efcaf15mlt_after	0	putative ASGGMRNALVRF-amide	7a082ff98b9796af2d6be966df386a10mlt_after	0	putative mRNA-capping enzyme	11550bd02537c43acde45a1725b7018dmlt_after	0	putative EAEEPLGTMRF-amide	d02f5105822f1e53b6975198ed511571mlt_after	0
putative uracil-DNA glycosylase superfamily	univ	cs	10	putative uracil-DNA glycosylase	be88eb0b4d877a9b14dbf1cddff852f0mlt_after	1	putative Uracil-DNA glycosylase 1	40ff7277b3409079b251d1728d91d855mlt_after	2	putative Uracil-DNA glycosylase 2	7683a3fa6b339191dcaaf4aa5b1b37d2mlt_after	2	putative Type-4 uracil-DNA glycosylase	78d5ea69ff675859d1e3e1bbd5d6b615mlt_after	4	putative Type-5 uracil-DNA glycosylase	1283c17ce4be528da93b7ac8ff47ddaemlt_after	4	putative Uracil-DNA glycosylase inhibitor	b673c3a305918c4df917b94dc96082a6mlt_after	10	putative Uracil-DNA glycosylase, mitochondrial	5a03fa41260967e757deb0b1261623e7mlt_after	7	putative G/U mismatch-specific uracil DNA glycosylase	a139dc594022bfa7c75313f89efa1268mlt_after	6	putative inactive uracil-DNA glycosylase, mitochondrial	73318428ce2d43ca8d29c099bd8e3b25mlt_after	8	putative Single-strand selective monofunctional uracil DNA glycosylase	800cd208df7f5b1e1140617cffb3083fmlt_after	9
putative zinc protease	univ	cs	10	putative zinc protease PqqL	43d2f67640a9bee664832eec3738f302mlt_after	1	putative zinc protease AlbF	838aac780bd2801bca24947d23a4c8cbmlt_after	1	putative zinc protease L233	7633defd5db6ab3079686028da390a47mlt_after	1	putative zinc protease mug138	8cc068254706f15d79f3137d75734512mlt_after	1	putative zinc protease C28F5.4	ae6142853e1380d51afc63683d084913mlt_after	1	putative Zinc protease PQQL-like	6957bf2f32fe17c6e101700ccb7efb91mlt_after	1	putative Uncharacterized zinc protease YmfH	34b063e7e2c3ca15992aadd42d8026a8mlt_after	7	putative Uncharacterized zinc protease YmxG	e6e17691c76db1b66e06c59d002f8b01mlt_after	7	putative Uncharacterized zinc protease y4wA	2cc034489f6b94f2367b2856d7370521mlt_after	7	putative Uncharacterized zinc protease RP219	17e77f8de8f6f4bfc491bab901fadab4mlt_after	7
pyridoxal phosphate biosynthetic protein PdxJ	univ	cs	10	pyridoxal phosphatase	a121999d16a0a434762d2bf3f4d260c5mlt_after	1	Pyridoxal phosphate phosphatase	161944047d29a16dcf91e65264f76655mlt_after	2	pyridoxal 5'-phosphate synthase	abbf3f5f32a711dc7ec93259ba427d26mlt_after	3	Pyridoxal 5'-phosphate synthase PDX1-like 4	f7476ba941b1331baa18cf21a4c46637mlt_after	4	Pyridoxal phosphate phosphatase YbhA	98e5a7147c92be0770152597157ea39emlt_after	4	Pyridoxal phosphate phosphatase YigL	18b847519aee1b502b6184b3728beed1mlt_after	4	Pyridoxal phosphate phosphatase PHOSPHO2	1011b7846becef717738f2169d4c46eemlt_after	4	pyridoxal 5'-phosphate synthase subunit PDX1	f62902b331581b9a3e22f905fb0001eemlt_after	4	pyridoxal 5'-phosphate synthase subunit PDX2	331e87df4dedcc631e2e4e1d0a0dc7camlt_after	4	pyridoxal 5'-phosphate synthase subunit pdx-1	5cac42e205d74f683ea830c6de65e384mlt_after	4
pyruvate:ferredoxin (flavodoxin) oxidoreductase	univ	cs	10	pyruvate-flavodoxin oxidoreductase	ddc4b93fead0859da4e8cec0ae706673mlt_after	2	Pyruvate:ferredoxin oxidoreductase	863c4e9bc4addc21420321d9d95ed513mlt_after	1	pyruvate flavodoxin oxidoreductase subunit gamma	d32f6e340855c01d2b056dd04fdee967mlt_after	3	pyruvate flavodoxin oxidoreductase subunit alpha	0f69a26999ac56b8d4be16fd78135a1dmlt_after	3	pyruvate flavodoxin oxidoreductase subunit delta	f855d8c9c5a62c6922ccf8d6eb18f82bmlt_after	3	pyruvate ferredoxin oxidoreductase subunit beta	d2119d5c700f627d2d973b647860d9bfmlt_after	3	pyruvate ferredoxin oxidoreductase subunit alpha	2e238f5baa85cc2b1633a95cc3857e45mlt_after	3	pyruvate ferredoxin oxidoreductase subunit gamma	aaf542645b2497118f5c337d61e2749fmlt_after	3	pyuvate ferredoxin oxidoreductase subunit delta	92d502d108894ced0d402bc07943a662mlt_after	3	Flavodoxin/ferredoxin--NADP reductase	10cd4747315bf007e5567dadd150a104mlt_after	10
quinol dehydrogenase membrane component	univ	cs	10	1-butanol dehydrogenase (quinone)	2a9bc1177caa401adb58d3b574c8b4b4mlt_after	0	Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]	f34622f1f0f84eb3646e3e2f11db8db3mlt_after	0	Alcohol dehydrogenase (quinone), dehydrogenase subunit	42559dd1b1d0d9e2a9efac67ef47dce2mlt_after	0	Retinol dehydrogenase 5	33bf4980ba5a3aafe70160c67ed60792mlt_after	0	Retinol dehydrogenase 7	2258014b5421cc94ad835a0855b2a6dcmlt_after	0	Retinol dehydrogenase 8	0fa8a61dde11930b425434264314d9d1mlt_after	0	Hydrogenase-4 component A	3c5f35e459e99b55e2b97dc541ca9be1mlt_after	0	Hydrogenase-4 component B	a1673e6a3a0b2f2b49acd3fe17a54408mlt_after	0	Hydrogenase-4 component C	891c665ce4ec9cecd60348308ea3f8c5mlt_after	0	Hydrogenase-4 component D	7d5dbb5c458eac4a23246b149faa0915mlt_after	0
rAre lipoprotein A rlpa	univ	cs	10	lipoprotein NlpA	79f43f6735e2ad8cada402bd1030740cmlt_after	1	Lipoprotein MlpA	4c9d94ee3364f34bc35133ca2cea8c18mlt_after	4	Lipoprotein YlpA	772b84a29e7f47a58e54ae763c98ffc5mlt_after	4	Lipoprotein A	750a78776455643426f0c75de65c13a3mlt_after	2	Lipoprotein LipO	eb850310a4ee2e519ed5759c9cecdbbemlt_after	4	Apolipoprotein(a)	a7473082f8270dfd2e8899db9326c7damlt_after	7	putativelipoprotein	89b12580d26c40b2afaae2d4feaaaccfmlt_after	7	Apolipoprotein A-I	5d998228e063abbd2554295d113b68ebmlt_after	9	Apolipoprotein A-V	d32a34ef927a72d1d576f4f80b0af37dmlt_after	10	lipoprotein	025b1cd3340fa1c36a5a1b5965835dadmlt_after	3
radical SAM domain protein	univ	cs	10	YgiQ family radical SAM protein	b1881864596479bde4b020a6b89f3589mlt_after	4	AprD4 family radical SAM diol-dehydratase	c03a99d7431b9370ef49369493fcffe7mlt_after	3	Radical S-adenosyl methionine domain-containing protein 2	8c4e62bcbea0c28a2a026c14ff14c4ddmlt_after	2	mycofactocin radical SAM maturase MftC	e218a063f6bf799fe04cdc33f55f6ae2mlt_after	0	SAM domain-containing protein SAMSN-1	210a3a3e57c108313f792cf37eb46821mlt_after	1	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial	38ad30498ca8ed0d87b57591e4fe2251mlt_after	5	[FeFe] hydrogenase H-cluster radical SAM maturase HydE	e7594cc4516f67407fdbf6433e91517fmlt_after	0	[FeFe] hydrogenase H-cluster radical SAM maturase HydG	04532bdccbfbcb477e8ae9ba6954b00bmlt_after	0	MAM domain-containing protein 2	a4d5388bd8f1809d4389f2748b553db2mlt_after	0	PDZ and LIM domain protein 1	2eb4d923cca4d0fd6d7a3cca604e73efmlt_after	0
radical SAM enzyme, Cfr family	univ	cs	10	YgiQ family radical SAM protein	b1881864596479bde4b020a6b89f3589mlt_after	0	YjjI family glycine radical enzyme	07552645d728752d4c304c719704fb88mlt_after	0	AprD4 family radical SAM diol-dehydratase	c03a99d7431b9370ef49369493fcffe7mlt_after	0	Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	19f6986d69dde8a376798e538b88af6amlt_after	0	glycyl-radical enzyme activating enzyme YjjW	4a31e750bbacea93fefd569bb3f91252mlt_after	0	glycyl-radical enzyme activating enzyme MJ0021	b25abcef43c0fcffa1dcbeecdb0e77cbmlt_after	0	glycyl-radical enzyme activating enzyme MJ1227	0107d342ea3d54946517284e9d1c7b91mlt_after	0	glycyl-radical enzyme activating enzyme MJ1632	1c0636cd6838b9b222ae63ab695583a9mlt_after	0	glycyl-radical enzyme activating enzyme HI_0520	8ca5da86f441248f2b8f96b2867127f9mlt_after	0	Type-2 restriction enzyme Cfr9I	2d3a61c7a1d9e50012696397e8981b99mlt_after	0
recombination and DNA strand exchange inhibitor protein	univ	cs	10	Recombination and repair protein	4f3467de69bcd7a5c6e34061e991bf16mlt_after	0	recombination and repair protein RecT	eb5da2e7e7f31c8e9fdfb6810ad76026mlt_after	0	recombination factor protein RarA	1756df74ce394324cd694984813df493mlt_after	0	recombinational DNA repair protein (RecF	e0d9f99aa434aed3015b17fba1db0c74mlt_after	0	Translation termination inhibitor protein ITT1	0e266c5a211fa52c4a53aeddc0ae23ccmlt_after	0	septation inhibitor protein	cefd9c9eeaed28bfbeb8bcd6642e6371mlt_after	0	DNA recombination protein RecA	c49dad6cca51595522067ac1cfaecd86mlt_after	0	recombination protein RecO	7fd1214c0713fc0e4a31553cc808437emlt_after	0	translation inhibitor protein RaiA	c2cbe2ee10abf74cb6177dbe9f42c802mlt_after	0	recombination protein F	f6ccf83b5723df609a1a29e0f124f855mlt_after	0
redoxin superfamily	univ	cs	10	Immunoglobulin superfamily member 1	c12f8d47c8c8b1af0a59bf035a5fa6a5mlt_after	0	Immunoglobulin superfamily member 2	4a5b5c0761f73b04ad3d4390c9214e86mlt_after	0	Immunoglobulin superfamily member 3	9e9f008958eb719328e4ff7c3f09812emlt_after	0	Immunoglobulin superfamily member 5	295dd7fd28a1c10b15ff8a1851bf9eaemlt_after	0	Immunoglobulin superfamily member 6	393194f60d9da762695c7594a19e4d73mlt_after	0	Immunoglobulin superfamily member 8	3aaa5cefc74b88543835fda271c0446emlt_after	0	Immunoglobulin superfamily member 10	1ceb40d56ba8866028f22415e28a2500mlt_after	0	Immunoglobulin superfamily member 11	36b2369e6a78d4669603744ec1d7c743mlt_after	0	Immunoglobulin superfamily member 21	a52e19c41a3ccc9686777b702b612acamlt_after	0	Immunoglobulin superfamily member 22	c293940a80f9cf8989183642ea99c6cbmlt_after	0
regulatory protein dnir	univ	cs	10	Regulatory protein DnrI	cb2b6220586d4defbe0d0e9cdcd04dcamlt_after	0	Regulatory protein DegR	7d8c7af4ab6748aaf9058c81ad1d5b50mlt_after	0	regulatory protein N	6da104f78f92f8a10baf2ab0fbaacefbmlt_after	0	regulatory protein DP2861	7cd9cfda88ac08f10f6a4767c23fde50mlt_after	0	Regulatory protein C3	86109411a63ccc911d27e47c80d9bac4mlt_after	0	Regulatory protein E2	7023244adde6b1274cd44b17be999550mlt_after	0	Regulatory protein AtoC	f9c75e167aca2187aa974e874373e405mlt_after	0	Iron-regulated virulence regulatory protein IrgB	6e81afaae750e887b4a366c5c949d8abmlt_after	0	regulatory protein DET0036	7ed7fa71351986b4c648d9406be7bb28mlt_after	0	regulatory protein DSY2730	914e0051a94408f64c32ca2c6c55baa3mlt_after	0
relaxase/Mobilization nuclease domain protein	univ	cs	10	Mobilization protein A	7293f5ebdade6d89d7ab81d78ec274c5mlt_after	0	Mobilization protein B	2bc90b45bbe3d29c2280e2e7c42ff594mlt_after	0	Mobilization protein C	c011489c426abb17e4fb2a879e121108mlt_after	0	Mobilization protein MobB	86e4c5a280b831647cf04a3ffd65afb1mlt_after	0	Mobilization protein MobL	41c44f786f3e065cde4b5bb6531172fcmlt_after	0	Mobilization protein MobS	5c1c49eaac2b2cf7a04faf93fe3642bbmlt_after	0	mobilization protein MobA	8da9f3c511e62558b7cfdd6373874242mlt_after	0	Mobilization protein MbeB	36645830185f7e7f5f1e364fb735d867mlt_after	0	Mobilization protein MbeC	6a2a9e644b73a8291fab00e665aa483emlt_after	0	Mobilization protein MbeD	c953867f4797a2cee07b930da75865b8mlt_after	0
response regulator receiver domain protein	univ	cs	10	Response regulator receiver protein CpdR	f21b2128d18de5f97f3361921532313amlt_after	1	Response regulator receiver protein Anae109_2439	65e5555a95bbe63550a4ef008ebf0f22mlt_after	2	response regulator receiver:transcriptional regulatory protein, C-terminal	69828e6c1b15b98cf8ffe2187aa7c92dmlt_after	0	Response regulator RamR	27ee53c254d44d6c47463a3773691ac0mlt_after	0	Response regulator rcp1	3d331ea21001bdf556bc99e7cba1e509mlt_after	0	response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	356401a2ac33b057bddbaffe56d259e0mlt_after	0	response regulator	079bc9776c0af4595326b964716c6f6dmlt_after	3	response regulator FixJ	7640d78d8b94a539ee2404bf5ee457bdmlt_after	0	Response regulator ArlR	d64c35cc66a0d9e32cdad7c440bf4f50mlt_after	0	Response regulator GacA	a357a94962c87b6c4325392b44b2185cmlt_after	0
restriction endonuclease R.IB	univ	cs	10	Anti-restriction endonuclease	dce9e51ca88832d657796745c1e15110mlt_after	0	type I restriction-modification system endonuclease	ac795bbdf07bc2bf12d007e86df1e1f6mlt_after	0	type III restriction-modification system endonuclease	816dd5e527eb1e78ef02d296dd5381d2mlt_after	0	Endonuclease PI-CtrI	5127a89464c2afda206062ccdb41a9c0mlt_after	0	Endonuclease RE1	fdc05132443875500a414c26e111ac36mlt_after	0	Endonuclease RE2	56d9984ffef6216f271b4e8bc41ebf50mlt_after	0	Endonuclease RAG1	968781149d6e9bd762ec4fa206907273mlt_after	0	Recombination endonuclease VII	f35d9497a0c189637c981ed37e56dc6cmlt_after	0	Endonuclease	9fa6894e070ef720f20c516c2b74de77mlt_after	0	Crossover junction endonuclease EME1	2f612787d051630fdcda5edca2ca1f9emlt_after	0
rhomboid family protein	univ	cs	10	Protein rhomboid	8974b202fd8e8a4eafcb0bf37aedc34fmlt_after	1	Rhomboid protein 2	b78cc54883754cb249e305da453b26d7mlt_after	2	rhomboid protein L523	6c64292ef71124ce00fc2f3e7c2ea4a5mlt_after	3	RHOMBOID-like protein 1	9c31af74ee67f5aa8e414943c051a499mlt_after	4	RHOMBOID-like protein 2	368318cfa7bd3aa571de04508115ba3fmlt_after	4	RHOMBOID-like protein 3	50422900cb0afdf5efd3c611cccc48d4mlt_after	4	RHOMBOID-like protein 4	973825dcae5b15234df5c485ac92f139mlt_after	4	RHOMBOID-like protein 5	8e679f75f99064d7a526a9ecf33a19d9mlt_after	4	RHOMBOID-like protein 7	af34969b83548490d304fc8bdb955a09mlt_after	4	RHOMBOID-like protein 8	634e7ccf2816766cdc79055fb6c07a3bmlt_after	4
riboflavin biosynthesis protein RibF	univ	cs	10	Riboflavin biosynthesis protein RibD	a1ac20c35c23621fa91a3f9020afde40mlt_after	1	Riboflavin biosynthesis protein RibBA	7c8cf5105277c10935705f4f7c8cb3demlt_after	2	Riboflavin biosynthesis protein VVA0006	4729e389da3f427fb875ab85a54af8a5mlt_after	3	Riboflavin biosynthesis protein PYRD, chloroplastic	b64a3fd0d38eefb58a02c545692fcebemlt_after	4	Riboflavin biosynthesis protein PYRR, chloroplastic	4e824be14cbd2c030e84e1a8bc3c1236mlt_after	4	Bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic	981ee142f5678ac302d2e33af16ba5c4mlt_after	8	Monofunctional riboflavin biosynthesis protein RIBA 2, chloroplastic	d3bcaa61734aaec2774c45eb2c1a48d2mlt_after	6	Monofunctional riboflavin biosynthesis protein RIBA 3, chloroplastic	53ea93baa54c0f85d5626250dad20315mlt_after	6	bifunctional riboflavin biosynthesis protein RIBA 2, chloroplastic	541a394f42ae95af2db090958ae033b1mlt_after	8	Riboflavin biosynthesis intermediates N-glycosidase	f4d010812552f266a659f006b5a240b5mlt_after	10
riboflavin biosynthesis protein ribAB	univ	cs	10	Riboflavin biosynthesis protein RibD	a1ac20c35c23621fa91a3f9020afde40mlt_after	2	Riboflavin biosynthesis protein RibBA	7c8cf5105277c10935705f4f7c8cb3demlt_after	1	Riboflavin biosynthesis protein VVA0006	4729e389da3f427fb875ab85a54af8a5mlt_after	5	Bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic	981ee142f5678ac302d2e33af16ba5c4mlt_after	8	Monofunctional riboflavin biosynthesis protein RIBA 2, chloroplastic	d3bcaa61734aaec2774c45eb2c1a48d2mlt_after	3	Monofunctional riboflavin biosynthesis protein RIBA 3, chloroplastic	53ea93baa54c0f85d5626250dad20315mlt_after	3	bifunctional riboflavin biosynthesis protein RIBA 2, chloroplastic	541a394f42ae95af2db090958ae033b1mlt_after	9	Riboflavin biosynthesis protein PYRD, chloroplastic	b64a3fd0d38eefb58a02c545692fcebemlt_after	6	Riboflavin biosynthesis protein PYRR, chloroplastic	4e824be14cbd2c030e84e1a8bc3c1236mlt_after	6	Riboflavin biosynthesis intermediates N-glycosidase	f4d010812552f266a659f006b5a240b5mlt_after	10
riboflavin synthase, alpha subunit	univ	cs	10	riboflavin synthase subunit alpha	b3de20ae04963c125985b043a7b1c1f3mlt_after	1	riboflavin synthase subunit beta	56861e668308e8612b85f262459ea8bamlt_after	3	riboflavin synthase	ff45fb15a7aa4efc1135420bc50ace1emlt_after	2	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1 / 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2	768bcfd921521e133c615e45d9174d8amlt_after	0	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG	d718e197ab31c69c629a104764d2e2b3mlt_after	0	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH	e5af7245748e9b90c1907ead73396b2fmlt_after	0	Fatty acid synthase alpha subunit aflA	0a84b088028c09fd84a449e558314bafmlt_after	0	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	1ab61ef4f794c41d25cc9c4da5a3b521mlt_after	0	riboflavin kinase	5087fb60732d3ad80cdcbde4d05ee5c2mlt_after	4	Fatty acid synthase alpha subunit hexA	cc9f5cb64afb95691792b1fd0c011038mlt_after	0
ribonuclease P protein component (RNaseP protein) (RNaseP protein) (Protein C5)	univ	cs	10	ribonuclease P protein component	5d609d55ef9dc231723503cfd0ee96c3mlt_after	1	ribonuclease P protein component 3	41ae9998b53cdd381ca150c776c84f0cmlt_after	2	ribonuclease P protein component 2	47cb8df541c2978842c087ea30078590mlt_after	2	ribonuclease P protein component 1	76be6c41bc609d37ac25dfee777b58fdmlt_after	2	ribonuclease P protein component 4	3216640c307c55fcab7989c3438bed32mlt_after	2	Ribonuclease P protein component, mitochondrial	7af5386a2d20d04f749388253e07144fmlt_after	10	56 kDa U1 small nuclear ribonucleoprotein component	1a8331a2c7c24029551a68a49ee200e7mlt_after	8	U1 small nuclear ribonucleoprotein component PRP42	049111c3f7978898f3c2f8b6a94c3475mlt_after	6	U1 small nuclear ribonucleoprotein component SNU71	cc1445a3bff5dee7f6198884dfba7776mlt_after	6	116 kDa U5 small nuclear ribonucleoprotein component	5ca0bd47820d70f45d358394f2517005mlt_after	8
